% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV30370
% Time: 2025/12/04 16:14:26
% Demod 1 Sample X, /dev30370/demods/0/sample.X
% Frequency (Hz); Demod 1 Sample X  Amplitude (V)
% Demod 1 Sample Y, /dev30370/demods/0/sample.Y
% Frequency (Hz); Demod 1 Sample Y  Amplitude (V)
198819.604374967; -4.11872468817e-06
198881.8625360933; -4.05468117844e-06
198944.1401926746; -3.88841217464e-06
199006.4373508154; -3.95456253109e-06
199068.7540166227; -3.938749604e-06
199131.0901962049; -3.93261770943e-06
199193.4458956726; -3.90109183796e-06
199255.8211211379; -3.960975596e-06
199318.2158787159; -3.91190598417e-06
199380.6301745223; -3.9504959596e-06
199443.0640146756; -3.97130070563e-06
199505.5174052956; -3.92541640384e-06
199567.9903525045; -3.95449838556e-06
199630.4828624262; -3.7432572007e-06
199692.9949411865; -3.87896005361e-06
199755.5265949127; -3.58553191731e-06
199818.0778297355; -3.78246693072e-06
199880.6486517859; -3.80921287077e-06
199943.2390671975; -3.76827792539e-06
200005.8490821057; -3.75279026095e-06
200068.478702648; -3.71776448112e-06
200131.1279349635; -3.77411538117e-06
200193.7967851936; -3.77266814748e-06
200256.4852594808; -3.80498466885e-06
200319.1933639712; -3.53175167461e-06
200381.9211048112; -3.70715745712e-06
200444.6684881498; -3.57581577392e-06
200507.4355201378; -3.60892413209e-06
200570.222206928; -3.59812366175e-06
200633.0285546751; -3.68461821314e-06
200695.8545695356; -3.71692980978e-06
200758.7002576677; -3.55888480849e-06
200821.5656252326; -3.70244957206e-06
200884.4506783925; -3.56860926016e-06
200947.3554233115; -3.62637729633e-06
201010.279866156; -3.74307530446e-06
201073.2240130941; -3.49049858795e-06
201136.187870296; -3.54897318156e-06
201199.1714439333; -3.64082988115e-06
201262.1747401808; -3.46598300267e-06
201325.1977652139; -3.50174708497e-06
201388.2405252107; -3.61397421522e-06
201451.3030263507; -3.42216145531e-06
201514.3852748159; -3.44208228266e-06
201577.4872767898; -3.44258224933e-06
201640.609038458; -3.37731189656e-06
201703.7505660076; -3.45505192062e-06
201766.9118656289; -3.2454416549e-06
201830.092943513; -3.23136444809e-06
201893.2938058531; -3.28220501507e-06
201956.5144588446; -3.32174055691e-06
202019.7549086846; -3.35860267746e-06
202083.0151615724; -3.43487906387e-06
202146.295223709; -3.36083095959e-06
202209.5951012971; -3.19178135956e-06
202272.9148005425; -3.29437236447e-06
202336.2543276516; -3.24505020951e-06
202399.6136888335; -3.30246557813e-06
202462.9928902989; -3.17947705654e-06
202526.3919382606; -3.16375059571e-06
202589.8108389332; -3.27141747659e-06
202653.2495985334; -3.09295350591e-06
202716.7082232795; -3.12560675146e-06
202780.1867193928; -3.09301602167e-06
202843.6850930954; -3.11411100806e-06
202907.2033506118; -3.01866658752e-06
202970.7414981682; -3.06292826073e-06
203034.2995419932; -2.91150369458e-06
203097.8774883169; -3.06117312495e-06
203161.4753433713; -2.97407330974e-06
203225.0931133913; -2.97797320205e-06
203288.7308046126; -2.84774907889e-06
203352.3884232735; -2.8018280719e-06
203416.0659756139; -2.89330080178e-06
203479.7634678758; -2.78566672882e-06
203543.4809063032; -2.86191700352e-06
203607.2182971421; -2.77965396674e-06
203670.9756466399; -2.68003188479e-06
203734.7529610472; -2.66163395131e-06
203798.5502466155; -2.72323521876e-06
203862.3675095985; -2.69563315466e-06
203926.2047562519; -2.72536468736e-06
203990.0619928333; -2.58982296888e-06
204053.9392256024; -2.43912141727e-06
204117.8364608207; -2.59794415431e-06
204181.7537047515; -2.51312162055e-06
204245.690963661; -2.59998768811e-06
204309.6482438163; -2.43709953104e-06
204373.6255514868; -2.45612965494e-06
204437.622892944; -2.41210511293e-06
204501.6402744611; -2.33688928011e-06
204565.6777023135; -2.4034391245e-06
204629.7351827785; -2.34872649526e-06
204693.8127221349; -2.25845366412e-06
204757.9103266648; -2.36893122106e-06
204822.028002651; -2.35796265436e-06
204886.1657563785; -2.31948042075e-06
204950.3235941346; -2.30842113622e-06
205014.5015222083; -2.4530933092e-06
205078.6995468907; -2.22110293213e-06
205142.9176744744; -2.21093847863e-06
205207.1559112552; -2.22142977141e-06
205271.4142635296; -2.17934367861e-06
205335.6927375967; -2.1619763606e-06
205399.9913397574; -2.11799674349e-06
205464.3100763145; -2.15816715069e-06
205528.6489535729; -2.13502204058e-06
205593.0079778394; -2.15945342711e-06
205657.3871554224; -2.07892784666e-06
205721.7864926337; -2.12310950182e-06
205786.2059957854; -2.11398602698e-06
205850.6456711923; -2.1378482703e-06
205915.1055251712; -2.14294462465e-06
205979.5855640408; -2.04159959484e-06
206044.0857941218; -2.14323656565e-06
206108.6062217366; -2.08250121856e-06
206173.1468532098; -2.07582983547e-06
206237.7076948685; -2.0511302813e-06
206302.2887530411; -2.01640818742e-06
206366.8900340581; -1.96243063654e-06
206431.5115442521; -2.02873374828e-06
206496.1532899576; -2.01950979473e-06
206560.8152775112; -1.88195759839e-06
206625.4975132513; -2.03283683011e-06
206690.200003518; -1.85247113314e-06
206754.9227546547; -1.82071828108e-06
206819.6657730053; -1.95508289987e-06
206884.4290649164; -1.96705159476e-06
206949.2126367365; -1.88741200562e-06
207014.0164948158; -1.89053866174e-06
207078.8406455069; -1.88580122828e-06
207143.6850951637; -1.84263831964e-06
207208.5498501435; -1.71145775314e-06
207273.4349168042; -1.95637744913e-06
207338.3403015062; -1.87019949783e-06
207403.2660106119; -1.90726576449e-06
207468.2120504856; -1.71785452038e-06
207533.1784274937; -1.7461462065e-06
207598.1651480046; -1.87667103951e-06
207663.1722183882; -1.73587395803e-06
207728.1996450175; -1.76648948026e-06
207793.2474342667; -1.7626687734e-06
207858.3155925119; -1.75245067928e-06
207923.4041261316; -1.6671364517e-06
207988.513041506; -1.5986391058e-06
208053.6423450174; -1.6996684567e-06
208118.7920430503; -1.82639175034e-06
208183.9621419904; -1.67665675725e-06
208249.1526482269; -1.65500793329e-06
208314.3635681498; -1.60558700024e-06
208379.5949081514; -1.61576592679e-06
208444.8466746259; -1.61316556161e-06
208510.1188739697; -1.61089919252e-06
208575.4115125812; -1.64907235487e-06
208640.7245968601; -1.64891417883e-06
208706.0581332099; -1.64636219296e-06
208771.4121280342; -1.65279192756e-06
208836.7865877395; -1.58362371969e-06
208902.1815187342; -1.67548343082e-06
208967.5969274285; -1.53649845612e-06
209033.0328202349; -1.43244921659e-06
209098.4892035677; -1.51261166e-06
209163.9660838429; -1.60120250005e-06
209229.4634674798; -1.51731570094e-06
209294.9813608982; -1.50076489653e-06
209360.5197705207; -1.43231190866e-06
209426.0787027715; -1.51118685333e-06
209491.6581640773; -1.38581819778e-06
209557.2581608664; -1.41013957499e-06
209622.8786995692; -1.55150962609e-06
209688.5197866179; -1.43457804746e-06
209754.1814284477; -1.48995238009e-06
209819.8636314948; -1.39963747614e-06
209885.5664021976; -1.43056888986e-06
209951.2897469967; -1.3437836198e-06
210017.0336723347; -1.31433885535e-06
210082.798184656; -1.3773199337e-06
210148.5832904074; -1.45470495185e-06
210214.388996037; -1.30288495446e-06
210280.2153079961; -1.38533459965e-06
210346.0622327372; -1.35981608723e-06
210411.9297767148; -1.41592317757e-06
210477.8179463856; -1.40985771375e-06
210543.7267482083; -1.4019077425e-06
210609.6561886437; -1.30593616298e-06
210675.6062741546; -1.35484704961e-06
210741.5770112051; -1.36412048079e-06
210807.5684062631; -1.27674417195e-06
210873.5804657969; -1.3714991299e-06
210939.6131962774; -1.43723899748e-06
211005.6666041774; -1.44509433592e-06
211071.7406959719; -1.43530646503e-06
211137.8354781377; -1.35715712128e-06
211203.9509571535; -1.37555648966e-06
211270.0871395011; -1.27239398546e-06
211336.2440316629; -1.22360371935e-06
211402.4216401243; -1.25060473576e-06
211468.619971372; -1.29748135347e-06
211534.8390318954; -1.28562803551e-06
211601.0788281855; -1.38838143259e-06
211667.3393667356; -1.25773964603e-06
211733.6206540403; -1.30124680766e-06
211799.9226965978; -1.30330706429e-06
211866.245500907; -1.31933446526e-06
211932.5890734692; -1.23042858404e-06
211998.9534207876; -1.18849710658e-06
212065.3385493678; -1.2374998448e-06
212131.744465717; -1.33434662727e-06
212198.1711763449; -1.23384734059e-06
212264.6186877624; -1.21104646575e-06
212331.0870064839; -1.20011463968e-06
212397.5761390246; -1.22904783424e-06
212464.0860919021; -1.19239613086e-06
212530.6168716361; -1.24460885593e-06
212597.1684847482; -1.22617451841e-06
212663.7409377623; -1.22064163432e-06
212730.3342372036; -1.13866348801e-06
212796.9483896009; -1.30419734259e-06
212863.5834014835; -1.14036037731e-06
212930.2392793835; -1.15516908408e-06
212996.9160298347; -1.14498553394e-06
213063.6136593733; -1.14170052463e-06
213130.3321745372; -1.13810892413e-06
213197.0715818664; -1.24043773131e-06
213263.8318879029; -1.17265333791e-06
213330.6130991916; -1.1367211061e-06
213397.4152222783; -1.13295976176e-06
213464.2382637114; -1.15558178731e-06
213531.0822300411; -1.20274239204e-06
213597.9471278199; -1.07573757375e-06
213664.8329636023; -1.14636162473e-06
213731.7397439447; -1.11083306158e-06
213798.6674754052; -1.08687995871e-06
213865.6161645454; -1.02378525721e-06
213932.5858179275; -1.15933060724e-06
213999.5764421162; -1.16796649811e-06
214066.5880436783; -1.14460119221e-06
214133.6206291825; -1.04140472862e-06
214200.6742051999; -1.06919623549e-06
214267.7487783033; -1.0915623698e-06
214334.8443550673; -1.1200837823e-06
214401.9609420698; -1.05360561225e-06
214469.0985458896; -9.20293947382e-07
214536.2571731078; -1.08903206692e-06
214603.4368303077; -9.75031058565e-07
214670.6375240745; -1.19341023608e-06
214737.8592609957; -1.08394756381e-06
214805.1020476606; -1.01419655456e-06
214872.3658906604; -1.04575048639e-06
214939.6507965895; -1.028127348e-06
215006.9567720429; -1.15037903746e-06
215074.2838236185; -1.07527851071e-06
215141.6319579161; -9.2142815939e-07
215209.0011815373; -9.95319345388e-07
215276.3915010861; -9.51329843382e-07
215343.802923168; -9.86192345293e-07
215411.235454392; -9.91852882702e-07
215478.6891013676; -9.83187496584e-07
215546.1638707071; -1.02912742305e-06
215613.6597690246; -9.49939492127e-07
215681.1768029365; -9.46197474701e-07
215748.7149790612; -1.00619179123e-06
215816.2743040191; -8.97395888792e-07
215883.8547844322; -8.83906549809e-07
215951.4564269262; -1.0675735892e-06
216019.0792381271; -8.40151309191e-07
216086.7232246638; -8.73521262785e-07
216154.3883931671; -8.24375140447e-07
216222.0747502698; -9.02378159413e-07
216289.7823026069; -8.52979777384e-07
216357.5110568156; -9.29407129882e-07
216425.2610195345; -9.24250509549e-07
216493.0321974056; -9.72405307988e-07
216560.8245970718; -7.84070879722e-07
216628.6382251786; -1.05440671392e-06
216696.4730883733; -9.71503515022e-07
216764.3291933055; -8.36543304726e-07
216832.2065466268; -9.15828897702e-07
216900.1051549904; -8.55981898003e-07
216968.0250250531; -8.58928712811e-07
217035.9661634722; -8.82255099145e-07
217103.9285769077; -7.39867789577e-07
217171.9122720216; -8.439133267e-07
217239.9172554781; -8.24930182628e-07
217307.9435339434; -8.51932173355e-07
217375.9911140857; -8.29546712126e-07
217444.060002575; -8.53024985722e-07
217512.1502060847; -8.23752958925e-07
217580.2617312888; -9.00236361259e-07
217648.3945848641; -7.02373390031e-07
217716.5487734893; -7.82361838028e-07
217784.7243038452; -8.68689302802e-07
217852.9211826147; -7.55169359347e-07
217921.1394164829; -7.03586946923e-07
217989.3790121364; -7.82932681869e-07
218057.6399762653; -7.28966078781e-07
218125.9223155605; -7.83777645546e-07
218194.2260367154; -7.73956984444e-07
218262.5511464255; -7.01078079032e-07
218330.8976513883; -8.28516415522e-07
218399.2655583035; -6.9731630953e-07
218467.654873873; -7.39436521165e-07
218536.0656048002; -7.27823328207e-07
218604.4977577919; -6.86217538565e-07
218672.9513395558; -7.04869503219e-07
218741.426356802; -7.46735488812e-07
159990.3488187986; -1.71733912939e-05
160040.4480278114; -1.72483010138e-05
160090.5629248376; -1.7173119353e-05
160140.6935147898; -1.70229289638e-05
160190.8398025818; -1.7111257057e-05
160241.0017931296; -1.71866660173e-05
160291.1794913503; -1.71056184151e-05
160341.3729021625; -1.72247478949e-05
160391.5820304863; -1.72450251631e-05
160441.8068812437; -1.70956685241e-05
160492.0474593577; -1.73935337029e-05
160542.3037697534; -1.73714035483e-05
160592.5758173568; -1.72802729633e-05
160642.8636070965; -1.72776407291e-05
160693.1671439015; -1.74126959265e-05
160743.4864327031; -1.73880271076e-05
160793.8214784336; -1.72772246778e-05
160844.1722860272; -1.71346858175e-05
160894.5388604196; -1.72398039366e-05
160944.9212065479; -1.72542915615e-05
160995.3193293506; -1.73010402424e-05
161045.7332337687; -1.74995679108e-05
161096.1629247435; -1.73705538902e-05
161146.6084072186; -1.74037133026e-05
161197.0696861389; -1.73375491462e-05
161247.5467664508; -1.74099788735e-05
161298.0396531023; -1.73820991112e-05
161348.5483510431; -1.72551683587e-05
161399.072865224; -1.71679201815e-05
161449.6132005982; -1.71564628617e-05
161500.1693621197; -1.70579161252e-05
161550.7413547444; -1.72773100457e-05
161601.3291834294; -1.72006159605e-05
161651.9328531337; -1.72182232263e-05
161702.5523688177; -1.71731407348e-05
161753.1877354431; -1.71348258181e-05
161803.8389579742; -1.72921898599e-05
161854.5060413756; -1.73307038563e-05
161905.1889906141; -1.72787474831e-05
161955.8878106578; -1.72844542386e-05
162006.6025064765; -1.71802798789e-05
162057.3330830416; -1.70812540262e-05
162108.0795453258; -1.70932912068e-05
162158.8418983034; -1.70565074391e-05
162209.620146951; -1.71166577527e-05
162260.4142962458; -1.70712771732e-05
162311.2243511669; -1.70354493351e-05
162362.0503166949; -1.69931778385e-05
162412.8921978122; -1.70784353962e-05
162463.7499995025; -1.70501902293e-05
162514.6237267512; -1.71722164085e-05
162565.5133845448; -1.7202691629e-05
162616.4189778724; -1.70669353481e-05
162667.3405117239; -1.71749794139e-05
162718.2779910907; -1.71489846904e-05
162769.2314209661; -1.70824322951e-05
162820.2008063447; -1.69375302009e-05
162871.1861522229; -1.71125025538e-05
162922.1874635985; -1.72106835314e-05
162973.2047454706; -1.71672155373e-05
163024.2380028409; -1.71610665833e-05
163075.2872407115; -1.73542504207e-05
163126.3524640866; -1.7308625004e-05
163177.4336779718; -1.7128826537e-05
163228.5308873745; -1.75292214981e-05
163279.6440973034; -1.75070712549e-05
163330.7733127686; -1.75264433466e-05
163381.9185387827; -1.73767399568e-05
163433.079780359; -1.74471236348e-05
163484.2570425124; -1.75629780787e-05
163535.4503302597; -1.77181486658e-05
163586.6596486191; -1.76750833484e-05
163637.8850026104; -1.78005523409e-05
163689.1263972551; -1.79434050023e-05
163740.3838375756; -1.78554905335e-05
163791.6573285972; -1.79566385386e-05
163842.9468753458; -1.81724811068e-05
163894.2524828488; -1.82082808491e-05
163945.5741561357; -1.81149635411e-05
163996.9119002372; -1.81815293466e-05
164048.2657201857; -1.84032364565e-05
164099.6356210152; -1.84372616476e-05
164151.0216077609; -1.85670813403e-05
164202.4236854606; -1.87069511372e-05
164253.8418591527; -1.86772779572e-05
164305.2761338775; -1.88868363361e-05
164356.7265146767; -1.88936121661e-05
164408.1930065939; -1.8981326014e-05
164459.6756146741; -1.89811101406e-05
164511.1743439639; -1.92199171626e-05
164562.689199511; -1.93350295485e-05
164614.2201863661; -1.95292332839e-05
164665.7673095799; -1.93335617302e-05
164717.3305742056; -1.90844822471e-05
164768.9099852975; -1.95046908606e-05
164820.5055479118; -1.94540196123e-05
164872.1172671061; -1.93127143445e-05
164923.7451479394; -1.88802881599e-05
164975.3891954731; -1.94605172834e-05
165027.0494147694; -1.97550490913e-05
165078.7258108922; -1.98440392953e-05
165130.4183889072; -1.9904658982e-05
165182.1271538816; -2.02014934567e-05
165233.852110884; -2.02191406342e-05
165285.5932649849; -1.97273036077e-05
165337.3506212558; -1.99646125721e-05
165389.1241847711; -2.05521442593e-05
165440.9139606053; -2.0330892882e-05
165492.7199538354; -2.03730209414e-05
165544.5421695395; -2.03171428865e-05
165596.3806127975; -2.03091958914e-05
165648.235288691; -2.04385860518e-05
165700.1062023029; -2.05939865956e-05
165751.9933587177; -2.05960786681e-05
165803.8967630222; -2.08951735066e-05
165855.816420304; -2.08581494367e-05
165907.7523356524; -2.09562878987e-05
165959.7045141586; -2.0983888457e-05
166011.6729609152; -2.12284360168e-05
166063.6576810163; -2.10671546866e-05
166115.6586795579; -2.11261789725e-05
166167.6759616369; -2.11017717137e-05
166219.7095323531; -2.11750033752e-05
166271.7593968067; -2.11170502895e-05
166323.8255600999; -2.11282656952e-05
166375.9080273366; -2.13367854337e-05
166428.0068036221; -2.1702709108e-05
166480.1218940635; -2.16069312052e-05
166532.2533037689; -2.16792211444e-05
166584.4010378493; -2.18126548824e-05
166636.5651014162; -2.18572397102e-05
166688.7454995828; -2.19636874186e-05
166740.9422374643; -2.20386272538e-05
166793.1553201772; -2.2075098177e-05
166845.3847528397; -2.19045297043e-05
166897.6305405717; -2.20976453572e-05
166949.8926884942; -2.19785583931e-05
167002.1712017308; -2.21281974071e-05
167054.466085406; -2.21198209681e-05
167106.7773446458; -2.23875279694e-05
167159.1049845781; -2.24275952583e-05
167211.4490103324; -2.25587977027e-05
167263.8094270397; -2.27954921384e-05
167316.1862398327; -2.26915525893e-05
167368.5794538452; -2.25827386354e-05
167420.9890742138; -2.26055089521e-05
167473.4151060755; -2.26026180277e-05
167525.8575545696; -2.26407921644e-05
167578.3164248367; -2.2840363823e-05
167630.7917220191; -2.27612299224e-05
167683.2834512606; -2.27891382057e-05
167735.7916177069; -2.29126234876e-05
167788.3162265047; -2.28107884646e-05
167840.8572828033; -2.29583243873e-05
167893.414791753; -2.29294942225e-05
167945.9887585055; -2.30972526213e-05
167998.5791882144; -2.31220009445e-05
168051.1860860351; -2.2953625962e-05
168103.8094571242; -2.32649139427e-05
168156.4493066399; -2.32902627822e-05
168209.1056397428; -2.32333973538e-05
168261.7784615944; -2.32089504491e-05
168314.4677773578; -2.3161240719e-05
168367.1735921979; -2.32274468418e-05
168419.8959112813; -2.34768238638e-05
168472.634739776; -2.3470706956e-05
168525.3900828519; -2.35828301531e-05
168578.1619456798; -2.35744507027e-05
168630.9503334336; -2.36954108898e-05
168683.7552512874; -2.36901815677e-05
168736.5767044175; -2.3759788059e-05
168789.4146980016; -2.37123106239e-05
168842.2692372194; -2.36583525417e-05
168895.1403272517; -2.38134687973e-05
168948.0279732814; -2.38315053298e-05
169000.9321804924; -2.4050008848e-05
169053.8529540715; -2.41121843074e-05
169106.7902992056; -2.38842203954e-05
169159.7442210842; -2.40249743234e-05
169212.714724898; -2.40425755131e-05
169265.7018158395; -2.41868091191e-05
169318.7054991028; -2.42756494554e-05
169371.7257798831; -2.43666348847e-05
169424.7626633786; -2.42565492515e-05
169477.8161547878; -2.45134904326e-05
169530.8862593113; -2.41559769972e-05
169583.9729821513; -2.44987637634e-05
169637.0763285118; -2.4287783802e-05
169690.196303598; -2.44102514179e-05
169743.3329126172; -2.44271648102e-05
169796.4861607778; -2.42556592389e-05
169849.6560532908; -2.45261511588e-05
169902.8425953678; -2.45351962453e-05
169956.0457922224; -2.45461002768e-05
170009.26564907; -2.43825132328e-05
170062.5021711274; -2.47100912197e-05
170115.7553636131; -2.45805790924e-05
170169.0252317473; -2.44771718042e-05
170222.3117807515; -2.48381107278e-05
170275.6150158498; -2.47749925363e-05
170328.9349422668; -2.50266684873e-05
170382.2715652294; -2.49129011558e-05
170435.6248899658; -2.50896472628e-05
170488.994921706; -2.51786619133e-05
170542.3816656816; -2.53553049374e-05
170595.7851271259; -2.54718612444e-05
170649.2053112735; -2.55608051948e-05
170702.6422233614; -2.5640592526e-05
170756.0958686277; -2.57039303286e-05
170809.566252312; -2.57850064693e-05
170863.0533796558; -2.58155958976e-05
170916.5572559023; -2.58060656717e-05
170970.0778862961; -2.57680363895e-05
171023.6152760833; -2.58074706377e-05
171077.1694305126; -2.59542975407e-05
171130.7403548333; -2.58274387815e-05
171184.3280542967; -2.5963613523e-05
171237.9325341558; -2.59036537504e-05
171291.5537996651; -2.59371169019e-05
171345.1918560809; -2.61324483125e-05
171398.8467086611; -2.60471071406e-05
171452.518362665; -2.60353558426e-05
171506.2068233542; -2.62880929318e-05
171559.9120959914; -2.6287843471e-05
171613.634185841; -2.64228161703e-05
171667.3730981691; -2.66723690123e-05
171721.1288382435; -2.64512653062e-05
171774.9014113337; -2.66011244805e-05
171828.6908227106; -2.68212549673e-05
171882.4970776468; -2.68673985085e-05
171936.3201814171; -2.65307288627e-05
171990.1601392974; -2.66701475504e-05
172044.0169565653; -2.67509998462e-05
172097.8906385001; -2.67078552015e-05
172151.7811903828; -2.70549323311e-05
172205.6886174961; -2.72092076266e-05
172259.6129251243; -2.72338201831e-05
172313.5541185528; -2.71229461674e-05
172367.5122030701; -2.73258800368e-05
172421.4871839651; -2.75408773932e-05
172475.4790665286; -2.70875975519e-05
172529.4878560533; -2.73747424201e-05
172583.5135578334; -2.74598899862e-05
172637.5561771646; -2.75391974925e-05
172691.6157193444; -2.77432154762e-05
172745.6921896724; -2.77515890984e-05
172799.7855934493; -2.78813508282e-05
172853.8959359777; -2.76805232741e-05
172908.0232225615; -2.79899612914e-05
172962.1674585068; -2.80030714968e-05
173016.328649121; -2.80586638109e-05
173070.5067997133; -2.84772940298e-05
173124.7019155941; -2.84590944674e-05
173178.9140020767; -2.85248003756e-05
173233.1430644749; -2.83557482601e-05
173287.3891081044; -2.84196490057e-05
173341.6521382828; -2.84391235779e-05
173395.9321603292; -2.84702205724e-05
173450.2291795644; -2.84680557272e-05
173504.543201311; -2.85165798275e-05
173558.8742308926; -2.84491715561e-05
173613.2222736359; -2.87818979436e-05
173667.5873348679; -2.91381470867e-05
173721.9694199178; -2.89501624208e-05
173776.3685341165; -2.8956532846e-05
173830.7846827964; -2.89560822153e-05
173885.2178712917; -2.9147127886e-05
173939.6681049382; -2.91878360989e-05
173994.135389073; -2.91306310943e-05
174048.6197290361; -2.92155335398e-05
174103.1211301679; -2.9175062405e-05
174157.639597811; -2.92307911235e-05
174212.1751373094; -2.94430739248e-05
174266.7277540092; -2.96504801246e-05
174321.2974532578; -2.94183923867e-05
174375.8842404041; -2.98748994337e-05
174430.4881207997; -2.97908387277e-05
174485.1090997967; -3.00828786563e-05
174539.7471827495; -3.02197334006e-05
174594.402375014; -3.02986488946e-05
174649.0746819476; -3.03181703226e-05
174703.7641089098; -3.03477766466e-05
174758.4706612614; -3.05066820413e-05
174813.1943443648; -3.04750501286e-05
174867.9351635849; -3.04251444814e-05
174922.6931242874; -3.04942552754e-05
174977.4682318399; -3.03515144834e-05
175032.2604916117; -3.07997007161e-05
175087.069908974; -3.08343156528e-05
175141.8964892994; -3.09223284213e-05
175196.7402379624; -3.108309331e-05
175251.6011603385; -3.07991230344e-05
175306.4792618064; -3.09175780738e-05
175361.374547745; -3.10376511359e-05
175416.2870235356; -3.07517046606e-05
175471.2166945609; -3.1099331943e-05
175526.1635662054; -3.11092939688e-05
175581.1276438553; -3.11679385188e-05
175636.1089328985; -3.11616945777e-05
175691.1074387242; -3.13495661697e-05
175746.1231667243; -3.14745517235e-05
175801.1561222914; -3.15189627862e-05
175856.2063108202; -3.14849408724e-05
175911.2737377069; -3.15066979519e-05
175966.3584083496; -3.16153364755e-05
176021.4603281479; -3.1807772905e-05
176076.5795025029; -3.22105761844e-05
176131.7159368183; -3.22980547789e-05
176186.8696364986; -3.2282287131e-05
176242.0406069502; -3.2301604342e-05
176297.2288535813; -3.24467848785e-05
176352.4343818017; -3.24898907452e-05
176407.657197023; -3.22458545251e-05
176462.8973046583; -3.26566040556e-05
176518.1547101223; -3.25671653821e-05
176573.4294188323; -3.26691606715e-05
176628.7214362063; -3.27383936803e-05
176684.0307676643; -3.24457948655e-05
176739.3574186279; -3.28745764644e-05
176794.7013945206; -3.27642093596e-05
176850.0627007676; -3.31095503614e-05
176905.4413427956; -3.30702442094e-05
176960.8373260327; -3.3285084311e-05
177016.25065591; -3.3211071353e-05
177071.6813378589; -3.3266364835e-05
177127.129377313; -3.32697320944e-05
177182.5947797078; -3.32890332203e-05
177238.0775504801; -3.29462225923e-05
177293.5776950687; -3.31935339191e-05
177349.095218914; -3.29634436563e-05
177404.6301274578; -3.33729406927e-05
177460.1824261446; -3.35041438457e-05
177515.7521204196; -3.3434676664e-05
177571.3392157301; -3.38289023522e-05
177626.9437175249; -3.41708994073e-05
177682.5656312547; -3.39138299528e-05
177738.2049623719; -3.37701582623e-05
177793.8617163302; -3.39070729892e-05
177849.5358985861; -3.38121478622e-05
177905.2275145966; -3.40128019523e-05
177960.936569821; -3.4253746769e-05
178016.6630697202; -3.39977905166e-05
178072.4070197568; -3.36736720128e-05
178128.168425395; -3.39200084552e-05
178183.947292101; -3.4112036309e-05
178239.7436253421; -3.31894232022e-05
178295.5574305884; -3.39711249666e-05
178351.3887133109; -3.44360423057e-05
178407.2374789823; -3.42434037142e-05
178463.1037330772; -3.41004209194e-05
178518.9874810721; -3.44004463198e-05
178574.8887284448; -3.4225058447e-05
178630.8074806751; -3.42793784617e-05
178686.7437432441; -3.41402649302e-05
178742.6975216357; -3.4146339216e-05
178798.6688213345; -3.46429311783e-05
178854.6576478269; -3.45328769712e-05
178910.6640066014; -3.44303382429e-05
178966.6879031481; -3.4527009719e-05
179022.7293429585; -3.4516913078e-05
179078.7883315263; -3.51544146644e-05
179134.8648743463; -3.29728126415e-05
179190.9589769161; -3.40611358126e-05
179247.0706447339; -3.44029714676e-05
179303.1998833002; -3.44892037681e-05
179359.3466981171; -3.41770629938e-05
179415.5110946883; -3.40327709818e-05
179471.6930785194; -3.41597528416e-05
179527.8926551172; -3.42934443132e-05
179584.1098299916; -3.37968803582e-05
179640.3446086527; -3.39601211651e-05
179696.5969966131; -3.39031018831e-05
179752.866999387; -3.39185566156e-05
179809.1546224901; -3.35906826842e-05
179865.4598714401; -3.38175226766e-05
179921.7827517563; -3.36982319384e-05
179978.1232689595; -3.37058346451e-05
180034.4814285733; -3.36341832205e-05
180090.8572361215; -3.3330813838e-05
180147.2506971308; -3.33835476458e-05
180203.6618171289; -3.31064456895e-05
180260.0906016455; -3.26815919546e-05
180316.5370562123; -3.30053001113e-05
180373.0011863622; -3.24902557246e-05
180429.4829976299; -3.29015529103e-05
180485.9824955528; -3.2535634391e-05
180542.4996856688; -3.09329317429e-05
180599.0345735181; -3.2878315736e-05
180655.5871646425; -3.10503866187e-05
180712.1574645857; -3.15216147548e-05
180768.7454788928; -3.1834360297e-05
180825.3512131111; -3.13046583645e-05
180881.9746727889; -3.16695263567e-05
180938.6158634775; -3.14500101683e-05
180995.2747907287; -3.1033329984e-05
181051.9514600967; -3.05905490706e-05
181108.6458771371; -3.05926452884e-05
181165.3580474074; -3.01735511171e-05
181222.0879764669; -3.01375986903e-05
181278.8356698761; -2.98799026256e-05
181335.6011331985; -3.00426947504e-05
181392.3843719983; -2.96415941176e-05
181449.1853918415; -2.88907540057e-05
181506.0041982961; -2.86826098755e-05
181562.8407969318; -2.83560727964e-05
181619.6951933201; -2.79728303074e-05
181676.567393034; -2.79777692829e-05
181733.4574016482; -2.76106466842e-05
181790.36522474; -2.77610004399e-05
181847.2908678876; -2.6981719713e-05
181904.2343366709; -2.70431358247e-05
181961.1956366719; -2.65235378848e-05
182018.1747734744; -2.6548974714e-05
182075.1717526636; -2.58062953804e-05
182132.1865798267; -2.62696557244e-05
182189.2192605523; -2.56997562101e-05
182246.2698004317; -2.52447305156e-05
182303.338205057; -2.4665135974e-05
182360.4244800223; -2.43762348894e-05
182417.5286309235; -2.47961904284e-05
182474.6506633582; -2.41668283801e-05
182531.790582926; -2.40491709526e-05
182588.9483952278; -2.32893821762e-05
182646.1241058663; -2.26755785809e-05
182703.3177204469; -2.2296625977e-05
