% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV30370
% Time: 2025/12/04 16:32:43
% Demod 1 Sample X, /dev30370/demods/0/sample.X
% Frequency (Hz); Demod 1 Sample X  Amplitude (V)
% Demod 1 Sample Y, /dev30370/demods/0/sample.Y
% Frequency (Hz); Demod 1 Sample Y  Amplitude (V)
166014.0398530517; -2.6209098692e-05
166065.927294829; -2.62643557308e-05
166117.8309539493; -2.64137324893e-05
166169.7508354812; -2.60243764762e-05
166221.686944495; -2.57310759542e-05
166273.6392860626; -2.54338484791e-05
166325.6078652575; -2.53317324203e-05
166377.5926871546; -2.5129952981e-05
166429.5937568307; -2.49009842493e-05
166481.611079364; -2.4526944652e-05
166533.6446598342; -2.43579338918e-05
166585.6945033227; -2.39749801326e-05
166637.7606149126; -2.39247206442e-05
166689.8429996881; -2.37243722327e-05
166741.941662736; -2.32383235997e-05
166794.0566091437; -2.31533891581e-05
166846.1878440005; -2.28639290953e-05
166898.3353723975; -2.25909097517e-05
166950.499199427; -2.22864408789e-05
167002.6793301833; -2.15997990426e-05
167054.875769762; -2.13857367032e-05
167107.0885232604; -2.15500315471e-05
167159.3175957774; -2.07164683923e-05
167211.5629924136; -2.03218056366e-05
167263.8247182709; -2.04835792886e-05
167316.1027784531; -1.99468479816e-05
167368.3971780654; -1.9612188207e-05
167420.7079222147; -1.92612022942e-05
167473.0350160094; -1.90351004363e-05
167525.3784645597; -1.95332842482e-05
167577.7382729771; -1.84096459955e-05
167630.1144463746; -1.77544449333e-05
167682.5069898677; -1.69828286988e-05
167734.9159085725; -1.67290920343e-05
167787.3412076071; -1.64655821446e-05
167839.782892091; -1.58905509548e-05
167892.2409671457; -1.5459772464e-05
167944.7154378938; -1.50474170013e-05
167997.2063094599; -1.46989300107e-05
168049.71358697; -1.43557160347e-05
168102.2372755518; -1.40789397291e-05
168154.7773803345; -1.37311663132e-05
168207.3339064489; -1.29863810561e-05
168259.9068590276; -1.27949645519e-05
168312.4962432046; -1.25748130289e-05
168365.1020641156; -1.1382609191e-05
168417.7243268978; -1.15197834322e-05
168470.3630366902; -1.11624557289e-05
168523.0181986329; -1.05022464808e-05
168575.6898178686; -1.00100131802e-05
168628.3778995408; -9.74940747654e-06
168681.0824487946; -9.2607813013e-06
168733.8034707771; -9.24864506473e-06
168786.5409706369; -9.02240065638e-06
168839.2949535239; -8.68659225204e-06
168892.06542459; -7.20062874572e-06
168944.8523889885; -6.75935810787e-06
168997.6558518743; -6.15546544905e-06
169050.4758184042; -5.12590754717e-06
169103.3122937361; -4.44999130915e-06
169156.1652830301; -4.09225434632e-06
169209.0347914474; -4.37939047265e-06
169261.9208241511; -3.79108276032e-06
169314.8233863058; -3.96140785204e-06
169367.7424830778; -3.63927294912e-06
169420.6781196347; -3.17515205197e-06
169473.6303011465; -2.1634055511e-06
169526.5990327841; -1.70730984402e-06
169579.5843197201; -1.75627997372e-06
169632.5861671289; -1.38979701858e-06
169685.6045801865; -9.71493806388e-07
169738.6395640704; -6.25210824092e-07
169791.6911239598; 1.57570000566e-07
169844.7592650355; -1.2287771329e-07
169897.84399248; 1.37200436185e-06
169950.9453114772; 1.79620655324e-06
170004.0632272129; 1.15827178051e-06
170057.1977448743; 2.77759656826e-06
170110.3488696503; 3.08067307703e-06
170163.5166067316; 2.39064058509e-06
170216.7009613101; 2.80644193722e-06
170269.9019385797; 3.64550809115e-06
170323.1195437355; 4.10199108179e-06
170376.3537819751; 4.32866643198e-06
170429.6046584969; 4.89520065202e-06
170482.8721785011; 4.13164380566e-06
170536.1563471897; 4.52827500315e-06
170589.457169766; 4.92849704969e-06
170642.7746514354; 5.46327936433e-06
170696.1087974046; 5.97293078896e-06
170749.4596128819; 6.27485866791e-06
170802.8271030774; 6.78013739018e-06
170856.2112732028; 6.17961270579e-06
170909.6121284713; 6.71668082199e-06
170963.0296740979; 7.43372197985e-06
171016.4639152991; 8.5409599986e-06
171069.9148572931; 8.1331646222e-06
171123.3825052996; 9.00015567823e-06
171176.8668645403; 8.87772659338e-06
171230.367940238; 9.38148174175e-06
171283.8857376172; 1.01500515335e-05
171337.4202619048; 1.00980386629e-05
171390.9715183286; 1.0065262874e-05
171444.5395121181; 1.10477766636e-05
171498.1242485046; 1.14832264136e-05
171551.7257327209; 1.17677771239e-05
171605.3439700015; 1.23980892676e-05
171658.9789655826; 1.35679396575e-05
171712.6307247021; 1.40053047894e-05
171766.2992525991; 1.3740679704e-05
171819.984554515; 1.42024746669e-05
171873.6866356923; 1.43085145058e-05
171927.4055013753; 1.48917949355e-05
171981.1411568101; 1.52757508959e-05
172034.8936072442; 1.58687045421e-05
172088.662857927; 1.64442847214e-05
172142.4489141093; 1.70022795474e-05
172196.2517810432; 1.71767871959e-05
172250.0714639837; 1.76382166162e-05
172303.9079681863; 1.84738004498e-05
172357.7612989083; 1.83626313805e-05
172411.6314614089; 1.8651142243e-05
172465.5184609489; 1.92166209082e-05
172519.4223027906; 1.99387411158e-05
172573.3429921981; 2.06723681288e-05
172627.280534437; 2.07092084267e-05
172681.2349347748; 2.10434637599e-05
172735.2061984802; 2.12636868518e-05
172789.194330824; 2.1900696692e-05
172843.1993370785; 2.25656138064e-05
172897.2212225175; 2.2674209094e-05
172951.2599924167; 2.33700845086e-05
173005.3156520532; 2.34715717825e-05
173059.3882067059; 2.41629557419e-05
173113.4776616549; 2.45476554795e-05
173167.5840221831; 2.56234283978e-05
173221.7072935741; 2.60840692075e-05
173275.8474811132; 2.66215615669e-05
173330.0045900875; 2.61635760383e-05
173384.1786257859; 2.59661063113e-05
173438.3695934988; 2.74623729942e-05
173492.5774985182; 2.79483053422e-05
173546.8023461378; 2.79945841126e-05
173601.0441416532; 2.803111845e-05
173655.3028903611; 2.82606403433e-05
173709.5785975605; 2.85019173005e-05
173763.8712685517; 2.89535733782e-05
173818.1809086365; 2.96632901112e-05
173872.5075231188; 2.97550555158e-05
173926.8511173038; 2.96554182833e-05
173981.2116964985; 3.005352023e-05
174035.5892660112; 3.07527158476e-05
174089.9838311529; 3.10672557971e-05
174144.3953972352; 3.10957494908e-05
174198.8239695718; 3.13529087173e-05
174253.2695534778; 3.11531717567e-05
174307.7321542703; 3.11888507328e-05
174362.2117772679; 3.1525753767e-05
174416.7084277908; 3.20592199286e-05
174471.2221111609; 3.21695192992e-05
174525.7528327018; 3.20090784292e-05
174580.3005977389; 3.26179111717e-05
174634.8654115989; 3.2892754585e-05
174689.4472796105; 3.30171330735e-05
174744.046207104; 3.30168306974e-05
174798.6621994113; 3.3167961073e-05
174853.2952618658; 3.31104678256e-05
174907.945399803; 3.30852134232e-05
174962.6126185593; 3.30858853963e-05
175017.2969234741; 3.31071031417e-05
175071.9983198872; 3.32315731775e-05
175126.7168131406; 3.34077580558e-05
175181.4524085778; 3.35413701814e-05
175236.2051115442; 3.37474877136e-05
175290.9749273866; 3.36711622372e-05
175345.7618614537; 3.38934313334e-05
175400.5659190957; 3.37839100555e-05
175455.3871056646; 3.4354045525e-05
175510.225426514; 3.40226389677e-05
175565.0808869992; 3.42494207313e-05
175619.9534924772; 3.41556067371e-05
175674.8432483065; 3.41927983578e-05
175729.7501598476; 3.43231478058e-05
175784.6742324624; 3.41877429293e-05
175839.6154715146; 3.43799079115e-05
175894.5738823691; 3.44648321878e-05
175949.5494703938; 3.45976584644e-05
176004.5422409569; 3.44859154328e-05
176059.5521994289; 3.45227185359e-05
176114.5793511817; 3.44834467718e-05
176169.6237015891; 3.44706936197e-05
176224.6852560266; 3.45406958149e-05
176279.7640198712; 3.45981597413e-05
176334.8599985017; 3.43628267143e-05
176389.9731972985; 3.42281550382e-05
176445.1036216438; 3.43181682358e-05
176500.2512769215; 3.43543940274e-05
176555.4161685169; 3.42655635401e-05
176610.5983018174; 3.4583918271e-05
176665.7976822117; 3.43479500542e-05
176721.0143150905; 3.43608062116e-05
176776.2482058459; 3.43554961785e-05
176831.4993598718; 3.41758359722e-05
176886.7677825637; 3.43067009169e-05
176942.0534793194; 3.4498595018e-05
176997.3564555375; 3.44550663076e-05
177052.6767166188; 3.44366093753e-05
177108.0142679656; 3.42451048493e-05
177163.3691149819; 3.4445777848e-05
177218.7412630735; 3.44332928153e-05
177274.1307176478; 3.43637304347e-05
177329.537484114; 3.41405173679e-05
177384.9615678828; 3.41623709493e-05
177440.4029743667; 3.41948574654e-05
177495.8617089799; 3.41733300577e-05
177551.3377771384; 3.40493456101e-05
177606.8311842596; 3.43628151974e-05
177662.3419357628; 3.42924117927e-05
177717.870037069; 3.42375118351e-05
177773.4154936009; 3.43729593122e-05
177828.9783107825; 3.415260313e-05
177884.5584940404; 3.42258840441e-05
177940.1560488022; 3.41722397172e-05
177995.7709804971; 3.38900134134e-05
178051.4032945565; 3.39036921445e-05
178107.052996413; 3.36888899648e-05
178162.7200915013; 3.35232749722e-05
178218.4045852574; 3.36716343694e-05
178274.1064831195; 3.37549085039e-05
178329.8257905271; 3.33150325218e-05
178385.5625129216; 3.27335368518e-05
178441.3166557459; 3.33393465378e-05
178497.0882244448; 3.31467242308e-05
178552.8772244647; 3.30065563129e-05
178608.6836612538; 3.27212628831e-05
178664.5075402619; 3.27639183692e-05
178720.3488669405; 3.27524364191e-05
178776.2076467426; 3.29182358576e-05
178832.0838851237; 3.25124392429e-05
178887.9775875402; 3.24220397018e-05
178943.8887594505; 3.24325645191e-05
178999.8174063145; 3.21953393789e-05
179055.7635335942; 3.22271956998e-05
179111.7271467529; 3.28806054213e-05
179167.7082512558; 3.26330374419e-05
179223.7068525699; 3.18187117801e-05
179279.7229561636; 3.20281609735e-05
179335.7565675075; 3.12442308727e-05
179391.8076920734; 3.15767469847e-05
179447.8763353351; 3.13161530918e-05
179503.962502768; 3.10851674418e-05
179560.0661998494; 3.09138558963e-05
179616.187432058; 3.10216603992e-05
179672.3262048744; 3.0818442411e-05
179728.4825237806; 3.07725193704e-05
179784.6563942613; 3.04806401808e-05
179840.8478218018; 3.04403187965e-05
179897.0568118897; 3.00638073065e-05
179953.2833700139; 3.00324439774e-05
180009.5275016655; 2.98207569889e-05
180065.7892123369; 2.99063227422e-05
180122.0685075225; 2.96903756933e-05
180178.3653927183; 2.94610349554e-05
180234.6798734221; 2.9404321446e-05
180291.0119551331; 2.95669319501e-05
180347.3616433528; 2.91089724519e-05
180403.7289435838; 2.88991533678e-05
180460.1138613309; 2.86187839803e-05
180516.5164021004; 2.87432434393e-05
180572.9365714002; 2.87513504813e-05
180629.3743747403; 2.86236614851e-05
180685.829817632; 2.85182476106e-05
180742.3029055882; 2.84493246504e-05
180798.7936441246; 2.82374159625e-05
180855.3020387576; 2.83130531894e-05
180911.8280950054; 2.83473947415e-05
180968.3718183882; 2.81010762818e-05
181024.9332144278; 2.81413543604e-05
181081.5122886478; 2.78824517408e-05
181138.1090465735; 2.8204137604e-05
181194.7234937319; 2.77444774309e-05
181251.3556356518; 2.77260612776e-05
181308.0054778635; 2.73697243763e-05
181364.6730258993; 2.76001989365e-05
181421.3582852932; 2.74423487121e-05
181478.0612615808; 2.74354890746e-05
181534.7819602995; 2.72792423957e-05
181591.5203869884; 2.73053144359e-05
181648.2765471883; 2.70073610465e-05
181705.0504464415; 2.72731310598e-05
181761.8420902931; 2.69788523692e-05
181818.6514842886; 2.69270626671e-05
181875.4786339759; 2.64811051401e-05
181932.3235449045; 2.63473192628e-05
181989.1862226257; 2.6378333502e-05
182046.0666726924; 2.64549116441e-05
182102.9649006593; 2.62456014168e-05
182159.880912083; 2.61932305249e-05
182216.8147125216; 2.61089725809e-05
182273.766307535; 2.62022859445e-05
182330.7357026848; 2.62436292145e-05
182387.7229035347; 2.60505391822e-05
182444.7279156495; 2.58685974638e-05
182501.7507445963; 2.57329624852e-05
182558.7913959436; 2.56397084099e-05
182615.8498752619; 2.5605857323e-05
182672.9261881229; 2.55122747235e-05
182730.020340101; 2.5408068062e-05
182787.1323367717; 2.51053869456e-05
182844.2621837122; 2.51474117665e-05
182901.4098865015; 2.48640736163e-05
182958.5754507205; 2.47181758289e-05
183015.7588819518; 2.47439891512e-05
183072.9601857796; 2.45538339775e-05
183130.1793677901; 2.47287793839e-05
