% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV30370
% Time: 2025/11/21 14:18:39
% Demod 1 Sample X, /dev30370/demods/0/sample.X
% Frequency (Hz); Demod 1 Sample X  Amplitude (A)
% Demod 1 Sample Y, /dev30370/demods/0/sample.Y
% Frequency (Hz); Demod 1 Sample Y  Amplitude (A)
175503.5876400748; -2.01867206501e-08
175579.2835863778; -2.01182906881e-08
175655.0121808811; -2.00994153062e-08
175730.7734376664; -2.00747253433e-08
175806.5673708206; -1.9965878564e-08
175882.3939944375; -1.99758571137e-08
175958.2533226172; -1.97876663608e-08
176034.1453694646; -1.96546519384e-08
176110.0701490919; -1.9814280771e-08
176186.0276756173; -1.96731023437e-08
176262.0179631641; -1.9459379173e-08
176338.0410258627; -1.95681088704e-08
176414.0968778495; -1.93889133928e-08
176490.1855332663; -1.93670304591e-08
176566.3070062616; -1.91497149518e-08
176642.4613109899; -1.91243793763e-08
176718.6484616121; -1.89677827203e-08
176794.8684722942; -1.88419288899e-08
176871.1213572094; -1.88086707902e-08
176947.4071305368; -1.86813629084e-08
177023.7258064608; -1.8671051352e-08
177100.0773991728; -1.8707906762e-08
177176.4619228705; -1.86378766305e-08
177252.8793917564; -1.85735282397e-08
177329.3298200405; -1.84565011473e-08
177405.8132219387; -1.82382978157e-08
177482.3296116721; -1.82938662062e-08
177558.8790034689; -1.82073351976e-08
177635.4614115636; -1.80871843649e-08
177712.0768501954; -1.80590171041e-08
177788.7253336112; -1.79814077899e-08
177865.4068760636; -1.77143204278e-08
177942.1214918107; -1.76434254035e-08
178018.8691951175; -1.75460297266e-08
178095.6500002552; -1.75618950635e-08
178172.4639215003; -1.7541254749e-08
178249.3109731362; -1.73106393909e-08
178326.1911694527; -1.73301942765e-08
178403.1045247446; -1.72793450032e-08
178480.051053314; -1.72220117924e-08
178557.0307694688; -1.71735204782e-08
178634.0436875233; -1.6998192634e-08
178711.0898217971; -1.69101276323e-08
178788.1691866169; -1.69063910834e-08
178865.2817963156; -1.69008550358e-08
178942.4276652313; -1.6791763308e-08
179019.6068077093; -1.67511085029e-08
179096.819238101; -1.66469381271e-08
179174.064970763; -1.64714755556e-08
179251.3440200593; -1.63820752215e-08
179328.6564003598; -1.63004142531e-08
179406.0021260398; -1.62188027157e-08
179483.3812114816; -1.61009363487e-08
179560.7936710741; -1.59332331816e-08
179638.2395192109; -1.58709365299e-08
179715.7187702931; -1.57730595413e-08
179793.2314387281; -1.58110106526e-08
179870.7775389283; -1.58493601099e-08
179948.3570853132; -1.56719005288e-08
180025.970092309; -1.55815785292e-08
180103.6165743467; -1.54725048904e-08
180181.2965458646; -1.54284568592e-08
180259.0100213074; -1.5317086233e-08
180336.7570151249; -1.52439461138e-08
180414.5375417741; -1.51223430605e-08
180492.3516157183; -1.50127009515e-08
180570.1992514259; -1.49477180515e-08
180648.0804633729; -1.49182916134e-08
180725.9952660412; -1.48657527502e-08
180803.9436739179; -1.47309323308e-08
180881.9257014977; -1.46274676394e-08
180959.941363281; -1.46354529284e-08
181037.9906737747; -1.45367654016e-08
181116.0736474911; -1.44172865434e-08
181194.1902989497; -1.43866553075e-08
181272.3406426764; -1.43070067072e-08
181350.5246932021; -1.41711191166e-08
181428.7424650652; -1.41541623336e-08
181506.9939728103; -1.41427351311e-08
181585.2792309872; -1.41254159616e-08
181663.598254153; -1.39791829859e-08
181741.9510568713; -1.39571902246e-08
181820.3376537106; -1.38642689853e-08
181898.7580592469; -1.37736839856e-08
181977.2122880626; -1.37568779695e-08
182055.7003547451; -1.37175696377e-08
182134.2222738894; -1.36369236542e-08
182212.7780600965; -1.35983856837e-08
182291.3677279729; -1.35278075515e-08
182369.9912921323; -1.35204703307e-08
182448.6487671948; -1.34831243301e-08
182527.3401677857; -1.34233285251e-08
182606.0655085377; -1.34035663874e-08
182684.8248040897; -1.33121971238e-08
182763.6180690861; -1.32531264044e-08
182842.4453181783; -1.31660385162e-08
182921.3065660241; -1.3035708174e-08
183000.2018272876; -1.29372689385e-08
183079.1311166384; -1.27758924249e-08
183158.0944487534; -1.30651079816e-08
183237.0918383158; -1.30671457118e-08
183316.1233000142; -1.27626634306e-08
183395.1888485443; -1.29557902253e-08
183474.2884986087; -1.27764660813e-08
183553.4222649146; -1.28424991882e-08
183632.5901621771; -1.27021944702e-08
183711.7922051174; -1.28188453734e-08
183791.0284084621; -1.26705738677e-08
183870.2987869452; -1.24039695795e-08
183949.603355307; -1.23640691774e-08
184028.9421282932; -1.25599279959e-08
184108.3151206567; -1.26766512239e-08
184187.7223471571; -1.2426085696e-08
184267.163822559; -1.23323114232e-08
184346.6395616345; -1.22439286296e-08
184426.1495791623; -1.23131174746e-08
184505.6938899261; -1.21030488493e-08
184585.2725087172; -1.21451336058e-08
184664.8854503332; -1.20306609274e-08
184744.5327295772; -1.20170567748e-08
184824.2143612595; -1.19706348763e-08
184903.930360197; -1.18984491141e-08
184983.6807412117; -1.18780188009e-08
185063.4655191333; -1.18772968895e-08
185143.2847087974; -1.18131482903e-08
185223.1383250464; -1.17987617921e-08
185303.026382728; -1.17999227889e-08
185382.9488966974; -1.17084930099e-08
185462.9058818161; -1.16289345486e-08
185542.8973529512; -1.1626324924e-08
185622.9233249771; -1.15510714757e-08
185702.9838127746; -1.15456499606e-08
185783.0788312298; -1.1504650002e-08
185863.2083952364; -1.15025993564e-08
185943.3725196946; -1.14170600325e-08
186023.5712195098; -1.13928698952e-08
186103.804509595; -1.14385560422e-08
186184.0724048695; -1.13667279928e-08
186264.3749202581; -1.13544999121e-08
186344.7120706931; -1.13207023033e-08
186425.0838711131; -1.12763093809e-08
186505.4903364622; -1.12561629311e-08
186585.9314816921; -1.11844353617e-08
186666.4073217607; -1.11103807377e-08
186746.9178716314; -1.11471326685e-08
186827.4631462753; -1.10014405703e-08
186908.0431606696; -1.09569979235e-08
186988.6579297973; -1.09211829917e-08
187069.3074686485; -1.09355156914e-08
187149.9917922198; -1.08995140396e-08
187230.7109155144; -1.08636841992e-08
187311.464853541; -1.08215509678e-08
187392.2536213157; -1.08083818954e-08
187473.0772338612; -1.08138286663e-08
187553.9357062056; -1.08221699998e-08
187634.8290533846; -1.06762715306e-08
187715.7572904402; -1.0696292182e-08
187796.7204324201; -1.06558228472e-08
187877.7184943792; -1.06018743648e-08
187958.7514913792; -1.05577258786e-08
188039.8194384872; -1.06186581367e-08
188120.9223507776; -1.04955843863e-08
188202.0602433317; -1.05671479986e-08
188283.2331312358; -1.04982138995e-08
188364.4410295842; -1.04560996132e-08
188445.6839534773; -1.04349428148e-08
188526.9619180214; -1.04170300128e-08
188608.2749383299; -1.04081414659e-08
188689.6230295232; -1.04071685513e-08
188771.0062067267; -1.03731289557e-08
188852.4244850737; -1.02808407197e-08
188933.8778797039; -1.00753674439e-08
189015.3664057626; -1.01197533868e-08
189096.8900784024; -1.02515659669e-08
189178.4489127827; -1.01046489387e-08
189260.0429240684; -1.01514767e-08
189341.6721274317; -1.01194496162e-08
189423.3365380518; -1.01370440264e-08
189505.0361711129; -1.00438121307e-08
189586.7710418072; -9.90078622349e-09
189668.5411653329; -9.76321315441e-09
189750.3465568952; -9.93578904246e-09
189832.1872317046; -1.00484342982e-08
189914.0632049794; -9.86110400187e-09
189995.9744919446; -9.87329134327e-09
190077.9211078304; -9.76851718763e-09
190159.9030678747; -9.79611111073e-09
190241.9203873223; -9.67623788681e-09
190323.973081423; -9.80612658821e-09
190406.0611654346; -9.7841981914e-09
190488.1846546213; -9.76383603545e-09
190570.343564253; -9.72449058837e-09
190652.5379096071; -9.63479401912e-09
190734.7677059677; -9.65951174355e-09
190817.0329686243; -9.62920653495e-09
190899.333712874; -9.59839603335e-09
190981.6699540208; -9.55053990944e-09
191064.041707374; -9.55730439865e-09
191146.4489882506; -9.4377318212e-09
191228.8918119742; -9.41394033607e-09
191311.3701938741; -9.35752487305e-09
191393.884149287; -9.34932751439e-09
191476.4336935564; -9.28280063645e-09
191559.0188420314; -9.26199052877e-09
191641.6396100686; -9.27930398111e-09
191724.296013031; -9.23522585156e-09
191806.9880662887; -9.21223230799e-09
191889.715785217; -9.20745439983e-09
191972.4791851992; -9.20663310187e-09
192055.2782816251; -9.15588342133e-09
192138.1130898902; -9.2118469524e-09
192220.9836253976; -9.24346667387e-09
192303.8899035571; -9.17653400194e-09
192386.8319397839; -8.87234960548e-09
192469.8097495013; -8.86650994968e-09
192552.8233481388; -8.76256147211e-09
192635.8727511318; -8.96818254052e-09
192718.9579739234; -9.07797271711e-09
192802.0790319631; -8.87222217002e-09
192885.2359407064; -9.00079233461e-09
192968.4287156162; -9.05175684653e-09
193051.6573721622; -8.78011784849e-09
193134.9219258197; -8.7627452616e-09
193218.2223920716; -8.50329984707e-09
193301.558786408; -8.91472381139e-09
193384.9311243238; -8.76481146561e-09
193468.3394213223; -8.65529360539e-09
193551.7836929132; -8.70304147007e-09
193635.263954612; -8.62710020139e-09
193718.7802219416; -8.61321132322e-09
193802.3325104321; -8.53502622818e-09
193885.9208356188; -8.59942440593e-09
193969.5452130451; -8.53042814805e-09
194053.2056582607; -8.53567415267e-09
194136.9021868214; -8.45101886654e-09
194220.6348142905; -8.60811777877e-09
194304.4035562377; -8.58837234922e-09
194388.2084282398; -8.48438032052e-09
194472.0494458792; -8.43586331301e-09
194555.9266247461; -8.38548394198e-09
194639.8399804376; -8.37703538643e-09
194723.7895285562; -8.38709653324e-09
194807.7752847123; -8.32967820094e-09
194891.7972645231; -8.29927238113e-09
194975.8554836113; -8.29934568073e-09
195059.9499576076; -8.28865960342e-09
195144.0807021494; -8.23224570875e-09
195228.2477328796; -8.27760685315e-09
195312.4510654492; -8.28262975355e-09
195396.6907155157; -8.20480375845e-09
195480.9666987423; -8.19562015742e-09
195565.2790308003; -8.14403294565e-09
195649.6277273675; -8.12033445498e-09
195734.0128041273; -8.06923546569e-09
195818.4342767713; -8.0411610806e-09
195902.8921609977; -8.0185282428e-09
195987.3864725101; -8.05239551466e-09
196071.9172270204; -8.01545948818e-09
196156.484440247; -8.01809583701e-09
196241.0881279141; -7.97808331418e-09
196325.7283057538; -7.94796020176e-09
196410.4049895046; -7.92694090497e-09
196495.118194912; -7.80614046701e-09
196579.8679377274; -7.81912100745e-09
196664.6542337099; -7.83188200524e-09
196749.4770986257; -7.85983870857e-09
196834.3365482464; -7.81153240851e-09
196919.2325983516; -7.7429158577e-09
197004.1652647277; -7.75568679039e-09
197089.1345631669; -7.68004656807e-09
197174.1405094691; -7.63518838603e-09
197259.1831194414; -7.60262146824e-09
197344.2624088961; -7.6645196553e-09
197429.3783936538; -7.62251139755e-09
197514.5310895419; -7.57909825054e-09
197599.7205123933; -7.55791901428e-09
197684.946678049; -7.57320422769e-09
197770.2096023568; -7.4771291934e-09
197855.5093011703; -7.47003797078e-09
197940.8457903508; -7.43430979753e-09
198026.2190857669; -7.43297733935e-09
198111.6292032925; -7.43411426736e-09
198197.0761588095; -7.42252160187e-09
198282.5599682069; -7.36364567534e-09
198368.0806473792; -7.40342535274e-09
198453.6382122291; -7.39108264569e-09
198539.232678666; -7.39697634362e-09
198624.8640626049; -7.29802427962e-09
198710.5323799691; -7.23398900083e-09
198796.2376466887; -7.27720644896e-09
198881.9798786993; -7.2385522588e-09
198967.7590919448; -7.2049494741e-09
199053.5753023753; -7.18071480474e-09
199139.4285259486; -7.2175263075e-09
199225.3187786277; -7.18161493836e-09
199311.246076384; -7.09375588911e-09
199397.2104351958; -7.07487084106e-09
199483.2118710468; -7.06237704847e-09
199569.2503999292; -7.04358729428e-09
199655.3260378418; -7.04664815721e-09
199741.4388007891; -6.98022573324e-09
199827.5887047839; -6.95941841858e-09
199913.7757658458; -6.95850755027e-09
200000; -6.96229776643e-09
130000; 4.76154330293e-10
130056.0699251321; 4.97531302398e-10
130112.1640336221; 5.30817338587e-10
130168.2823359; 4.67265189836e-10
130224.4248424011; 4.97744415478e-10
130280.591563565; 5.38099267634e-10
130336.7825098352; 5.10172312782e-10
130392.9976916604; 4.9875197728e-10
130449.2371194939; 5.03959554444e-10
130505.5008037925; 5.0921650621e-10
130561.7887550186; 4.98875888662e-10
130618.1009836388; 4.99064964271e-10
130674.4375001237; 5.51651283793e-10
130730.7983149491; 5.18907943339e-10
130787.183438595; 5.01093559356e-10
130843.5928815463; 5.02054820753e-10
130900.0266542915; 4.74871709092e-10
130956.4847673245; 4.95964592907e-10
131012.9672311437; 5.12521280429e-10
131069.4740562512; 4.73082320271e-10
131126.0052531545; 4.99603298646e-10
131182.5608323656; 4.76201730411e-10
131239.1408044002; 5.04105322616e-10
131295.7451797794; 5.17394269994e-10
131352.3739690287; 4.86229367217e-10
131409.0271826776; 4.6436466002e-10
131465.7048312608; 5.06054475953e-10
131522.4069253173; 4.68121403674e-10
131579.1334753903; 5.14874615685e-10
131635.884492028; 5.08237605671e-10
131692.6599857833; 4.69293328791e-10
131749.4599672129; 4.85901671569e-10
131806.2844468786; 5.4096377561e-10
131863.1334353471; 5.05992923282e-10
131920.0069431886; 4.98094861433e-10
131976.9049809788; 5.16283153993e-10
132033.8275592978; 4.8208243174e-10
132090.7746887297; 5.03990258923e-10
132147.7463798638; 4.86051901075e-10
132204.742643294; 5.04307257366e-10
132261.7634896179; 4.71221368893e-10
132318.8089294386; 4.7632970948e-10
132375.8789733635; 4.88371288949e-10
132432.9736320047; 4.63809979915e-10
132490.0929159782; 4.81280041342e-10
132547.2368359054; 4.87934890446e-10
132604.4054024122; 4.71983838469e-10
132661.5986261283; 5.03007284448e-10
132718.8165176887; 4.65128716681e-10
132776.0590877333; 4.65226191218e-10
132833.3263469054; 5.09199079512e-10
132890.618305854; 4.81741183382e-10
132947.9349752324; 4.99141850436e-10
133005.2763656979; 4.80867580336e-10
133062.6424879132; 4.77340195518e-10
133120.0333525455; 4.8384950764e-10
133177.4489702659; 4.64717480355e-10
133234.8893517508; 4.40449688398e-10
133292.3545076813; 4.51859445413e-10
133349.8444487423; 4.68958341297e-10
133407.3591856238; 4.62149120019e-10
133464.898729021; 4.40865211104e-10
133522.4630896325; 4.49721691342e-10
133580.0522781624; 4.40945146473e-10
133637.6663053193; 4.56860926414e-10
133695.3051818159; 4.63421693844e-10
133752.9689183701; 4.77981665452e-10
133810.6575257046; 4.39461321581e-10
133868.3710145456; 4.3687582822e-10
133926.1093956251; 4.25627466545e-10
133983.8726796792; 4.57938363713e-10
134041.6608774491; 4.55615145589e-10
134099.4739996796; 4.52330191193e-10
134157.3120571212; 4.44825888986e-10
134215.1750605289; 4.43149426915e-10
134273.0630206614; 4.47539786305e-10
134330.9759482831; 4.68919576423e-10
134388.9138541628; 4.11784432656e-10
134446.8767490734; 4.45925283049e-10
134504.8646437931; 4.71987518758e-10
134562.8775491047; 4.44385266586e-10
134620.9154757949; 4.50924183474e-10
134678.9784346559; 4.54372170283e-10
134737.0664364846; 4.37049232923e-10
134795.1794920815; 4.24222964682e-10
134853.3176122529; 4.2915402033e-10
134911.4808078095; 4.25271846941e-10
134969.669089566; 4.28284559952e-10
135027.8824683425; 4.55785469847e-10
135086.1209549639; 4.04908266365e-10
135144.3845602587; 3.98708298436e-10
135202.673295061; 4.05292584723e-10
135260.9871702098; 3.97614559145e-10
135319.3261965476; 4.03374585747e-10
135377.6903849227; 4.09208924187e-10
135436.0797461878; 4.10953730904e-10
135494.4942911997; 3.86822815691e-10
135552.9340308206; 4.1703029357e-10
135611.398975917; 3.74075726767e-10
135669.8891373606; 3.98022496333e-10
135728.4045260267; 3.56027516365e-10
135786.9451527965; 3.87280458645e-10
135845.5110285554; 3.71938185141e-10
135904.102164193; 4.16527593636e-10
135962.7185706044; 3.72899115375e-10
136021.3602586893; 3.93300586052e-10
136080.0272393514; 3.41521343204e-10
136138.7195234996; 3.66940884298e-10
136197.437122048; 4.06552917995e-10
136256.1800459142; 3.61805307077e-10
136314.9483060215; 3.8191884047e-10
136373.7419132979; 3.60500585399e-10
136432.5608786753; 3.40359996573e-10
136491.4052130909; 3.75552153591e-10
136550.2749274871; 3.57929250839e-10
136609.1700328097; 3.34248792957e-10
136668.0905400104; 3.60238272671e-10
136727.0364600454; 3.60229824878e-10
136786.007803875; 3.40561425206e-10
136845.0045824648; 3.36843690112e-10
136904.0268067853; 3.41579752946e-10
136963.0744878109; 3.31611556862e-10
137022.1476365215; 3.37001642601e-10
137081.2462639019; 3.34017928264e-10
137140.3703809405; 3.43417116735e-10
137199.5199986316; 3.17300732671e-10
137258.6951279737; 3.39076962981e-10
137317.8957799705; 3.33165513434e-10
137377.1219656295; 3.00444792071e-10
137436.3736959638; 3.23416166432e-10
137495.6509819915; 2.97716692212e-10
137554.9538347341; 3.32136538475e-10
137614.2822652191; 2.90869768283e-10
137673.6362844787; 3.15755098925e-10
137733.0159035489; 3.11913358724e-10
137792.4211334713; 3.04203997582e-10
137851.8519852925; 3.15770369936e-10
137911.3084700627; 2.66770119902e-10
137970.7905988379; 2.83861105353e-10
138030.2983826789; 2.65592827437e-10
138089.8318326501; 3.06888646292e-10
138149.3909598221; 2.88079228484e-10
138208.9757752697; 2.81700725943e-10
138268.586290072; 2.57476122703e-10
138328.2225153135; 2.79172398898e-10
138387.8844620836; 2.66354978346e-10
138447.5721414757; 2.58203089053e-10
138507.2855645886; 2.57908972133e-10
138567.0247425262; 2.05148510601e-10
138626.789686396; 2.2482660774e-10
138686.5804073115; 2.36647326153e-10
138746.3969163907; 2.30835906726e-10
138806.2392247556; 2.15988803873e-10
138866.107343534; 2.49235669045e-10
138926.0012838581; 2.048681026e-10
138985.9210568651; 2.25045200638e-10
139045.8666736964; 2.45699680224e-10
139105.8381454988; 2.05784394494e-10
139165.835483424; 1.87862657304e-10
139225.8586986279; 2.28629439355e-10
139285.9078022715; 2.13736717168e-10
139345.9828055212; 2.04649478459e-10
139406.083719547; 1.58335520455e-10
139466.2105555247; 1.55999474433e-10
139526.363324635; 2.04382173285e-10
139586.5420380623; 1.69585806628e-10
139646.746706997; 1.53506525647e-10
139706.9773426342; 1.22697511154e-10
139767.2339561728; 1.70949587878e-10
139827.5165588177; 1.45381398113e-10
139887.8251617784; 1.3861307865e-10
139948.1597762684; 1.26344552215e-10
140008.520413507; 1.59882485103e-10
140068.9070847183; 1.15135261583e-10
140129.3198011304; 1.38930914374e-10
140189.758573977; 9.74112477439e-11
140250.2234144966; 8.28248892784e-11
140310.714333932; 1.04209278196e-10
140371.2313435314; 9.52334853744e-11
140431.7744545481; 9.63749247048e-11
140492.343678239; 5.69107086445e-11
140552.9390258672; 8.118536131e-11
140613.5605087; 2.19173496959e-11
140674.2081380101; 3.81639557175e-11
140734.881925074; 3.83602794333e-11
140795.581881174; 4.34895270586e-11
140856.3080175974; 3.45567480012e-11
140917.0603456352; 8.19916444407e-12
140977.8388765845; 2.1430526865e-11
141038.643621747; 8.58260802999e-12
141099.4745924285; -1.89226382318e-11
141160.3317999405; -4.52120645931e-12
141221.2152555996; -5.78349547107e-12
141282.124970726; -2.3219228366e-11
141343.060956646; -5.25088835001e-11
141404.0232246907; -5.79410332506e-11
141465.0117861951; -3.58989473885e-11
141526.0266525001; -6.85972683526e-11
141587.0678349515; -6.09499097644e-11
141648.135344899; -3.2854705113e-11
141709.229193698; -7.57011626558e-11
141770.3493927092; -1.13292024328e-10
141831.4959532968; -8.02203633891e-11
141892.6688868311; -1.33827122599e-10
141953.8682046873; -1.08951676875e-10
142015.0939182446; -1.35542624472e-10
142076.3460388878; -1.34777386869e-10
142137.6245780068; -1.51601329577e-10
142198.9295469955; -1.60385847364e-10
142260.2609572536; -1.54455602727e-10
142321.6188201854; -1.76363629858e-10
142383.0031472004; -1.69927742307e-10
142444.4139497123; -2.08020372906e-10
142505.8512391403; -1.84692229241e-10
142567.3150269087; -2.13466431523e-10
142628.8053244459; -1.99603365367e-10
142690.3221431859; -2.30687920383e-10
142751.865494568; -2.23361321755e-10
142813.4353900352; -2.4378213738e-10
142875.0318410365; -2.60427970364e-10
142936.6548590258; -2.50556192844e-10
142998.3044554609; -2.99329952043e-10
143059.9806418057; -3.16302537172e-10
143121.6834295289; -3.29792050908e-10
143183.4128301032; -3.45381291148e-10
143245.1688550074; -3.61032365236e-10
143306.9515157248; -3.54487487405e-10
143368.7608237431; -3.58089340271e-10
143430.5967905559; -3.76822515494e-10
143492.4594276615; -4.12733865893e-10
143554.3487465624; -3.40693040825e-10
143616.264758767; -4.05913097631e-10
143678.2074757886; -4.20345296366e-10
143740.1769091445; -4.40907200135e-10
143802.1730703581; -4.27838613943e-10
143864.1959709574; -4.4339207603e-10
143926.2456224749; -4.45756183472e-10
143988.3220364486; -4.99183164644e-10
144050.4252244215; -4.79764837148e-10
144112.5551979415; -4.64884580455e-10
144174.7119685611; -5.357232633e-10
144236.895547838; -5.6020836724e-10
144299.1059473356; -5.41963714404e-10
144361.3431786209; -5.93988449374e-10
144423.6072532669; -6.05439170689e-10
144485.8981828517; -6.11199203539e-10
144548.2159789575; -6.36087727097e-10
144610.5606531722; -6.23972910509e-10
144672.9322170888; -6.57204923311e-10
144735.3306823045; -6.88621054212e-10
144797.7560604223; -6.85338836601e-10
144860.2083630503; -7.44039427688e-10
144922.6876018005; -7.27469181209e-10
144985.193788291; -7.47175470983e-10
145047.7269341449; -7.536978172e-10
145110.2870509892; -7.92232669781e-10
145172.8741504572; -7.98869473598e-10
145235.4882441869; -8.12421389783e-10
145298.1293438204; -7.7895203898e-10
145360.7974610061; -8.34686779813e-10
145423.4926073969; -8.33029581461e-10
145486.2147946503; -9.52357654038e-10
145548.9640344293; -9.2040760011e-10
145611.7403384024; -9.11260127135e-10
145674.5437182417; -9.59496314259e-10
145737.3741856258; -9.86839377887e-10
145800.2317522375; -1.00637444989e-09
145863.1164297654; -9.96792859064e-10
145926.0282299018; -1.01821533178e-09
145988.9671643454; -1.04598237216e-09
146051.9332447996; -1.07869272748e-09
146114.9264829721; -1.11325336821e-09
146177.9468905765; -1.08858013217e-09
146240.9944793315; -1.12740107251e-09
146304.0692609599; -1.13363691857e-09
146367.1712471904; -1.16191211371e-09
146430.3004497571; -1.21520318038e-09
146493.4568803977; -1.21127433793e-09
146556.6405508562; -1.28859417151e-09
146619.8514728818; -1.28363498571e-09
146683.0896582276; -1.34859654129e-09
146746.3551186528; -1.27503093953e-09
146809.6478659216; -1.31810335679e-09
146872.9679118023; -1.38671889537e-09
146936.3152680695; -1.39961495163e-09
146999.6899465026; -1.3910899848e-09
147063.0919588851; -1.43152998346e-09
147126.5213170068; -1.45501780417e-09
147189.9780326624; -1.50678953648e-09
147253.4621176507; -1.53542508748e-09
147316.9735837766; -1.56890766608e-09
147380.5124428501; -1.61084166197e-09
147444.0787066854; -1.63508251722e-09
147507.6723871027; -1.65121412203e-09
147571.2934959269; -1.67277427753e-09
147634.9420449884; -1.73557774061e-09
147698.6180461217; -1.73592308165e-09
147762.3215111675; -1.79009575553e-09
147826.0524519714; -1.79989670155e-09
147889.8108803833; -1.77007497291e-09
147953.5968082591; -1.8711048004e-09
148017.4102474598; -1.86447493851e-09
148081.2512098506; -1.88954578944e-09
148145.1197073029; -1.92435374682e-09
148209.0157516929; -1.9566502665e-09
148272.9393549013; -2.00265707349e-09
148336.8905288147; -2.04042155231e-09
148400.8692853247; -2.06427333419e-09
148464.8756363275; -2.1087231354e-09
148528.9095937249; -2.1302300923e-09
148592.9711694241; -2.17508681222e-09
148657.0603753366; -2.24963332024e-09
148721.1772233796; -2.21968346257e-09
148785.3217254757; -2.23958173969e-09
148849.4938935518; -2.29252438488e-09
148913.6937395407; -2.27324327154e-09
148977.9212753803; -2.31300429757e-09
149042.1765130129; -2.35196423286e-09
149106.4594643868; -2.36930495307e-09
149170.7701414553; -2.43172409154e-09
149235.1085561762; -2.43857729508e-09
149299.4747205132; -2.47374807019e-09
149363.868646435; -2.46019922195e-09
149428.2903459156; -2.53802985959e-09
149492.7398309333; -2.57543901248e-09
149557.2171134726; -2.59365066144e-09
149621.7222055229; -2.66899635445e-09
149686.2551190782; -2.71336818853e-09
149750.8158661384; -2.64127242781e-09
149815.4044587085; -2.71250744462e-09
149880.0209087979; -2.64482835517e-09
149944.6652284221; -2.63537562444e-09
150009.3374296017; -2.68295691389e-09
150074.0375243616; -2.78914205719e-09
150138.7655247327; -2.78231087915e-09
150203.5214427514; -2.80819538004e-09
150268.3052904581; -2.8305301332e-09
150333.1170798992; -2.83654583051e-09
150397.9568231267; -2.8549005546e-09
150462.8245321966; -2.85021401632e-09
150527.720219171; -2.88502819708e-09
150592.6438961174; -2.87894481744e-09
150657.5955751073; -2.92123410803e-09
150722.5752682186; -2.90900027253e-09
150787.5829875342; -2.8761094581e-09
150852.6187451415; -2.83174581563e-09
150917.682553134; -2.90897955295e-09
150982.7744236097; -2.9137053997e-09
151047.8943686728; -2.91394989833e-09
151113.0424004313; -3.0052042169e-09
151178.2185309995; -3.0354039718e-09
151243.4227724969; -3.00916091457e-09
151308.6551370474; -3.07153814524e-09
151373.915636781; -3.14700360072e-09
151439.2042838328; -3.09247990603e-09
151504.5210903424; -3.12477040228e-09
151569.8660684555; -3.08747905612e-09
151635.239230323; -3.13063334575e-09
151700.6405881001; -3.2524084791e-09
151766.0701539482; -3.27497680874e-09
151831.527940034; -3.30615334598e-09
151897.0139585285; -3.30565601339e-09
151962.5282216087; -3.36284518055e-09
152028.0707414572; -3.41358682569e-09
152093.6415302606; -3.41453172261e-09
152159.2406002118; -3.46775571306e-09
152224.867963509; -3.49900685581e-09
152290.5236323548; -3.53493070294e-09
152356.2076189577; -3.58546134696e-09
152421.9199355319; -3.67912298668e-09
152487.6605942954; -3.7449633377e-09
152553.429607473; -3.81554958649e-09
152619.2269872943; -3.90714147938e-09
152685.0527459934; -3.90772774498e-09
152750.9068958107; -4.00413726065e-09
152816.7894489917; -4.13196243235e-09
152882.7004177865; -4.24020635035e-09
152948.6398144512; -4.39023592176e-09
153014.6076512469; -4.50407766499e-09
153080.6039404404; -4.58752319839e-09
153146.6286943028; -4.69949273068e-09
153212.6819251113; -4.84326224361e-09
153278.7636451487; -4.88470296836e-09
153344.8738667019; -4.90017024671e-09
153411.0126020641; -4.91745356942e-09
153477.1798635338; -5.17469103571e-09
153543.375663414; -5.29338026892e-09
153609.6000140138; -5.42933887848e-09
153675.8529276475; -5.51312126763e-09
153742.1344166341; -5.70871686742e-09
153808.4444932986; -5.59739762151e-09
153874.7831699713; -5.8043538099e-09
153941.150458987; -5.93563802177e-09
154007.5463726868; -6.02100659658e-09
154073.970923417; -6.14600403194e-09
154140.4241235284; -6.15315588871e-09
154206.9059853778; -6.35170577927e-09
154273.4165213277; -6.42048466893e-09
154339.9557437447; -6.54428510448e-09
154406.5236650018; -6.83264862745e-09
154473.1202974775; -6.91756070275e-09
154539.7456535544; -7.036527326e-09
154606.3997456214; -7.13041657502e-09
154673.0825860727; -7.26349522439e-09
154739.794187308; -7.30377606463e-09
154806.5345617313; -7.43145936713e-09
154873.303721753; -7.59685639296e-09
154940.1016797889; -7.68963162674e-09
155006.9284482592; -7.77058023739e-09
155073.7840395903; -7.91415106472e-09
155140.668466214; -8.00937115359e-09
155207.5817405666; -8.0779668786e-09
155274.5238750905; -8.07729325456e-09
155341.4948822338; -8.22846391539e-09
155408.4947744488; -8.4676877435e-09
155475.5235641941; -8.5137086593e-09
155542.5812639337; -8.576818861e-09
155609.6678861361; -8.61394003287e-09
155676.783443276; -8.58193037576e-09
155743.9279478338; -8.70970624783e-09
155811.1014122938; -9.03105405457e-09
155878.3038491471; -9.11796420168e-09
155945.5352708899; -9.26582686413e-09
156012.7956900231; -9.36074179522e-09
156080.0851190537; -9.52733215308e-09
156147.4035704942; -9.56592288481e-09
156214.7510568616; -9.71532717581e-09
156282.1275906791; -9.6468430279e-09
